turn,execution,tmig,batteryenergy,temp1,temp2,mig,core,dtime,latency
0,0,0,28011,35,32,0,1,48,0
0,0,0,28011,35,32,0,1,48,1
0,0,0,28011,35,32,0,1,48,2
0,0,0,28011,35,32,0,1,48,3
0,0,0,28011,35,32,0,1,48,4
0,0,0,28012,32,44,0,2,43,0
0,0,0,28012,32,44,0,2,43,2
0,0,0,28012,32,44,0,2,43,3
0,0,0,28012,32,44,0,2,43,4
0,0,0,28012,35,32,0,1,47,0
0,0,0,28012,35,32,0,1,47,1
0,0,0,28012,35,32,0,1,47,2
0,0,0,28012,35,32,0,1,47,3
0,0,0,28012,35,32,0,1,47,4
0,0,0,28013,35,32,0,1,46,0
0,0,0,28013,35,32,0,1,46,1
0,0,0,28013,35,32,0,1,46,2
0,0,0,28013,35,32,0,1,46,3
0,0,0,28013,35,32,0,1,46,4
0,0,0,28014,35,32,0,1,45,0
0,0,0,28014,35,32,0,1,45,1
0,0,0,28014,35,32,0,1,45,2
0,0,0,28014,35,32,0,1,45,3
0,0,0,28014,35,32,0,1,45,4
0,0,0,28015,32,44,0,2,40,0
0,0,0,28015,32,44,0,2,40,2
0,0,0,28015,32,44,0,2,40,3
0,0,0,28015,32,44,0,2,40,4
0,0,0,28015,32,44,0,2,49,0
0,0,0,28015,32,44,0,2,49,2
0,0,0,28015,32,44,0,2,49,3
0,0,0,28015,32,44,0,2,49,4
0,0,0,28015,35,32,0,1,44,0
0,0,0,28015,35,32,0,1,44,1
0,0,0,28015,35,32,0,1,44,2
0,0,0,28015,35,32,0,1,44,3
0,0,0,28015,35,32,0,1,44,4
0,0,0,28016,35,32,0,1,43,0
0,0,0,28016,35,32,0,1,43,1
0,0,0,28016,35,32,0,1,43,2
0,0,0,28016,35,32,0,1,43,3
0,0,0,28016,35,32,0,1,43,4
0,0,0,28017,35,32,0,1,42,0
0,0,0,28017,35,32,0,1,42,1
0,0,0,28017,35,32,0,1,42,2
0,0,0,28017,35,32,0,1,42,3
0,0,0,28017,35,32,0,1,42,4
0,0,0,28018,35,32,0,1,41,0
0,0,0,28018,35,32,0,1,41,1
0,0,0,28018,35,32,0,1,41,2
0,0,0,28018,35,32,0,1,41,3
0,0,0,28018,35,32,0,1,41,4
0,0,0,28018,35,32,0,1,50,0
0,0,0,28018,35,32,0,1,50,1
0,0,0,28018,35,32,0,1,50,2
0,0,0,28018,35,32,0,1,50,3
0,0,0,28018,35,32,0,1,50,4
0,0,0,28019,35,32,0,1,40,0
0,0,0,28019,35,32,0,1,40,1
0,0,0,28019,35,32,0,1,40,2
0,0,0,28019,35,32,0,1,40,3
0,0,0,28019,35,32,0,1,40,4
0,0,0,28019,35,32,0,1,49,0
0,0,0,28019,35,32,0,1,49,1
0,0,0,28019,35,32,0,1,49,2
0,0,0,28019,35,32,0,1,49,3
0,0,0,28019,35,32,0,1,49,4
0,0,0,28020,32,44,0,2,48,0
0,0,0,28020,32,44,0,2,48,2
0,0,0,28020,32,44,0,2,48,3
0,0,0,28020,32,44,0,2,48,4
0,0,0,28022,32,44,0,2,50,0
0,0,0,28022,32,44,0,2,50,2
0,0,0,28022,32,44,0,2,50,3
0,0,0,28022,32,44,0,2,50,4
0,0,0,28025,32,44,0,2,47,0
0,0,0,28025,32,44,0,2,47,2
0,0,0,28025,32,44,0,2,47,3
0,0,0,28025,32,44,0,2,47,4
0,0,0,28027,32,44,0,2,49,0
0,0,0,28027,32,44,0,2,49,2
0,0,0,28027,32,44,0,2,49,3
0,0,0,28027,32,44,0,2,49,4
0,0,0,28030,32,44,0,2,46,0
0,0,0,28030,32,44,0,2,46,2
0,0,0,28030,32,44,0,2,46,3
0,0,0,28030,32,44,0,2,46,4
0,0,0,28030,35,32,0,1,50,0
0,0,0,28030,35,32,0,1,50,1
0,0,0,28030,35,32,0,1,50,2
0,0,0,28030,35,32,0,1,50,3
0,0,0,28030,35,32,0,1,50,4
0,0,0,28031,35,32,0,1,49,0
0,0,0,28031,35,32,0,1,49,1
0,0,0,28031,35,32,0,1,49,2
0,0,0,28031,35,32,0,1,49,3
0,0,0,28031,35,32,0,1,49,4
0,0,0,28032,32,44,0,2,48,0
0,0,0,28032,32,44,0,2,48,2
0,0,0,28032,32,44,0,2,48,3
0,0,0,28032,32,44,0,2,48,4
0,0,0,28032,35,32,0,1,48,0
0,0,0,28032,35,32,0,1,48,1
0,0,0,28032,35,32,0,1,48,2
0,0,0,28032,35,32,0,1,48,3
0,0,0,28032,35,32,0,1,48,4
0,0,0,28033,35,32,0,1,47,0
0,0,0,28033,35,32,0,1,47,1
0,0,0,28033,35,32,0,1,47,2
0,0,0,28033,35,32,0,1,47,3
0,0,0,28033,35,32,0,1,47,4
0,0,0,28034,32,44,0,2,50,0
0,0,0,28034,32,44,0,2,50,2
0,0,0,28034,32,44,0,2,50,3
0,0,0,28034,32,44,0,2,50,4
0,0,0,28034,35,32,0,1,46,0
0,0,0,28034,35,32,0,1,46,1
0,0,0,28034,35,32,0,1,46,2
0,0,0,28034,35,32,0,1,46,3
0,0,0,28034,35,32,0,1,46,4
0,0,0,28035,32,44,0,2,45,0
0,0,0,28035,32,44,0,2,45,2
0,0,0,28035,32,44,0,2,45,3
0,0,0,28035,32,44,0,2,45,4
0,0,0,28037,32,44,0,2,47,0
0,0,0,28037,32,44,0,2,47,2
0,0,0,28037,32,44,0,2,47,3
0,0,0,28037,32,44,0,2,47,4
0,0,0,28039,32,44,0,2,49,0
0,0,0,28039,32,44,0,2,49,2
0,0,0,28039,32,44,0,2,49,3
0,0,0,28039,32,44,0,2,49,4
0,0,0,28040,32,44,0,2,44,0
0,0,0,28040,32,44,0,2,44,2
0,0,0,28040,32,44,0,2,44,3
0,0,0,28040,32,44,0,2,44,4
0,0,0,28042,32,44,0,2,46,0
0,0,0,28042,32,44,0,2,46,2
0,0,0,28042,32,44,0,2,46,3
0,0,0,28042,32,44,0,2,46,4
0,0,0,28042,35,32,0,1,50,0
0,0,0,28042,35,32,0,1,50,1
0,0,0,28042,35,32,0,1,50,2
0,0,0,28042,35,32,0,1,50,3
0,0,0,28042,35,32,0,1,50,4
0,0,0,28043,35,32,0,1,49,0
0,0,0,28043,35,32,0,1,49,1
0,0,0,28043,35,32,0,1,49,2
0,0,0,28043,35,32,0,1,49,3
0,0,0,28043,35,32,0,1,49,4
0,0,0,28044,32,44,0,2,48,0
0,0,0,28044,32,44,0,2,48,2
0,0,0,28044,32,44,0,2,48,3
0,0,0,28044,32,44,0,2,48,4
0,0,0,28044,35,32,0,1,48,0
0,0,0,28044,35,32,0,1,48,1
0,0,0,28044,35,32,0,1,48,2
0,0,0,28044,35,32,0,1,48,3
0,0,0,28044,35,32,0,1,48,4
0,0,0,28045,32,44,0,2,43,0
0,0,0,28045,32,44,0,2,43,2
0,0,0,28045,32,44,0,2,43,3
0,0,0,28045,32,44,0,2,43,4
0,0,0,28045,35,32,0,1,47,0
0,0,0,28045,35,32,0,1,47,1
0,0,0,28045,35,32,0,1,47,2
0,0,0,28045,35,32,0,1,47,3
0,0,0,28045,35,32,0,1,47,4
0,0,0,28046,32,44,0,2,50,0
0,0,0,28046,32,44,0,2,50,2
0,0,0,28046,32,44,0,2,50,3
0,0,0,28046,32,44,0,2,50,4
0,0,0,28046,35,32,0,1,46,0
0,0,0,28046,35,32,0,1,46,1
0,0,0,28046,35,32,0,1,46,2
0,0,0,28046,35,32,0,1,46,3
0,0,0,28046,35,32,0,1,46,4
0,0,0,28047,32,44,0,2,45,0
0,0,0,28047,32,44,0,2,45,2
0,0,0,28047,32,44,0,2,45,3
0,0,0,28047,32,44,0,2,45,4
0,0,0,28047,35,32,0,1,45,0
0,0,0,28047,35,32,0,1,45,1
0,0,0,28047,35,32,0,1,45,2
0,0,0,28047,35,32,0,1,45,3
0,0,0,28047,35,32,0,1,45,4
0,0,0,28048,35,32,0,1,44,0
0,0,0,28048,35,32,0,1,44,1
0,0,0,28048,35,32,0,1,44,2
0,0,0,28048,35,32,0,1,44,3
0,0,0,28048,35,32,0,1,44,4
0,0,0,28049,32,44,0,2,47,0
0,0,0,28049,32,44,0,2,47,2
0,0,0,28049,32,44,0,2,47,3
0,0,0,28049,32,44,0,2,47,4
0,0,0,28049,35,32,0,1,43,0
0,0,0,28049,35,32,0,1,43,1
0,0,0,28049,35,32,0,1,43,2
0,0,0,28049,35,32,0,1,43,3
0,0,0,28049,35,32,0,1,43,4
0,0,0,28050,32,44,0,2,42,0
0,0,0,28050,32,44,0,2,42,2
0,0,0,28050,32,44,0,2,42,3
0,0,0,28050,32,44,0,2,42,4
0,0,0,28051,32,44,0,2,49,0
0,0,0,28051,32,44,0,2,49,2
0,0,0,28051,32,44,0,2,49,3
0,0,0,28051,32,44,0,2,49,4
0,0,0,28052,32,44,0,2,44,0
0,0,0,28052,32,44,0,2,44,2
0,0,0,28052,32,44,0,2,44,3
0,0,0,28052,32,44,0,2,44,4
0,0,0,28054,32,44,0,2,46,0
0,0,0,28054,32,44,0,2,46,2
0,0,0,28054,32,44,0,2,46,3
0,0,0,28054,32,44,0,2,46,4
0,0,0,28054,35,32,0,1,50,0
0,0,0,28054,35,32,0,1,50,1
0,0,0,28054,35,32,0,1,50,2
0,0,0,28054,35,32,0,1,50,3
0,0,0,28054,35,32,0,1,50,4
0,0,0,28055,32,44,0,2,41,0
0,0,0,28055,32,44,0,2,41,2
0,0,0,28055,32,44,0,2,41,3
0,0,0,28055,32,44,0,2,41,4
0,0,0,28055,32,44,0,2,50,0
0,0,0,28055,32,44,0,2,50,2
0,0,0,28055,32,44,0,2,50,3
0,0,0,28055,32,44,0,2,50,4
0,0,0,28055,35,32,0,1,49,0
0,0,0,28055,35,32,0,1,49,1
0,0,0,28055,35,32,0,1,49,2
0,0,0,28055,35,32,0,1,49,3
0,0,0,28055,35,32,0,1,49,4
0,0,0,28056,32,44,0,2,48,0
0,0,0,28056,32,44,0,2,48,2
0,0,0,28056,32,44,0,2,48,3
0,0,0,28056,32,44,0,2,48,4
0,0,0,28056,35,32,0,1,48,0
0,0,0,28056,35,32,0,1,48,1
0,0,0,28056,35,32,0,1,48,2
0,0,0,28056,35,32,0,1,48,3
0,0,0,28056,35,32,0,1,48,4
0,0,0,28057,32,44,0,2,43,0
0,0,0,28057,32,44,0,2,43,2
0,0,0,28057,32,44,0,2,43,3
0,0,0,28057,32,44,0,2,43,4
0,0,0,28057,35,32,0,1,47,0
0,0,0,28057,35,32,0,1,47,1
0,0,0,28057,35,32,0,1,47,2
0,0,0,28057,35,32,0,1,47,3
0,0,0,28057,35,32,0,1,47,4
0,0,0,28058,32,44,0,2,50,0
0,0,0,28058,32,44,0,2,50,2
0,0,0,28058,32,44,0,2,50,3
